SAMPLE_ID,Source,Source_path,Question,Answer
TRAIN_395,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"성과지표는 어떤 유형으로 분류되며, 정량적 측정여부에 따라 어떻게 구분되는가?","성과지표는 4가지 유형(투입ㆍ과정ㆍ산출ㆍ결과지표)으로 분류되며, 정량적 측정여부에 따라 정량ㆍ정성지표로 구분된다."
TRAIN_396,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,재정정책에 대한 중장기 추진계획은 무엇을 고려하여 설정되어야 하는가?,"성과지표의 목표치는 중장기 추진계획, 유사 사업ㆍ국제수준과의 비교, 과거 추세치 등을 고려하여, 사업방식 개선 의지 등 적극적 업무 수행의 관점에서 도전적으로 설정"
TRAIN_397,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년도 중앙관서의 성과관리체계 구성과 전략 목표 및 프로그램목표의 변화에 대해 설명해주세요.,"2024년도 중앙관서의 성과관리체계는 전략 목표 187개, 프로그램목표 475개로 구성되어 있습니다. 2023년 대비 프로그램목표 수는 6개 증가하여 475개로 유지되었습니다."
TRAIN_398,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"2024년도 성과지표는 총 몇 개로 구성되어 있으며, 2023년 대비 몇 개 감소하였나요?","2024년도 성과지표는 총 507개로 구성되어 있으며, 2023년 대비 562개 감소하였습니다."
TRAIN_399,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과지표의 성격에 따라 투입지표와 결과지표는 각각 몇 개로 구성되어 있나요?,"성과지표의 성격에 따라 투입지표는 21개, 결과지표는 355개로 구성되어 있습니다."
TRAIN_400,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과지표의 측정여부에 따라 정량지표는 몇 개로 구성되어 있나요?,성과지표의 측정여부에 따라 정량지표는 375개로 구성되어 있습니다.
TRAIN_401,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,대통령경호처 성과관리대상 사업의 총 예산은 얼마인가요?,"성과관리대상 사업의 총 예산은 1,416억원입니다. "
TRAIN_402,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년 예산안에서 국가보훈부의 국가유공자와 제대군인을 위한 주요 프로그램목표는 무엇인가요?,"프로그램목표 Ⅰ-1. 국가유공자의 희생과 공헌에 합당한 보상을 실시한다, 프로그램목표 Ⅱ-1. 국가유공자의 의료‧복지서비스 품질을 향상시킨다, 프로그램목표 Ⅲ-1. 국립묘지 안장 등 사망 시 예우를 확대하고, 독립(국가)유공자 발굴 등 독립운동 유산의 보존·활용을 강화한다, 프로그램목표 Ⅳ-1. 제대군인의 원활한 사회복귀를 지원하고 참전군인의 명예를 선양한다, 프로그램목표 Ⅴ-1. 국민 참여와 공감을 기반으로 하는 보훈선양 활동을 활성화한다"
TRAIN_403,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"중소벤처기업부 성과관리 대상 사업의 총 예산, R&D 예산, 인건비 예산, 차입이자 상환 예산, 보전지출 예산은 각각 얼마인가요?","총 예산은 275,246억원, R&D 예산은 12,397억원, 인건비 예산은 2,719억원, 차입이자 상환 예산은 47,272억원, 보전지출 예산은 37,197억원입니다."
TRAIN_404,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,중소기업 및 벤처기업의 성장과 기술경쟁력을 제고하기 위해 어떤 프로그램이 운영되고 있는가?,중소기업 및 벤처기업의 성장을 지원하기 위해 '창업촉진 및 벤처육성을 통해 양질의 일자리를 창출한다'는 프로그램과 중소기업의 기술경쟁력을 제고하기 위해 '기술혁신 및 인력양성을 통해 중소기업의 기술경쟁력 및 신산업 대응력을 높인다'는 프로그램이 운영되고 있다.
TRAIN_405,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,소상공인과 전통시장을 지원하기 위해 어떤 프로그램이 운영되고 있는가?,소상공인과 전통시장을 지원하기 위해 '소상공인육성 및 동반성장 문화 확산으로 자생적 생태계를 조성한다'는 프로그램이 운영되고 있다.
TRAIN_406,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"식품의약품안전처 재정현황에서 성과관리 대상 사업의 총 예산과 R&D 예산은 각각 얼마이며, 전체 예산 중 성과관리 대상 사업의 비율은 얼마인가요?","성과관리 대상 사업의 총 예산은 7,161억원이고, R&D 예산은 1,452억원입니다. 전체 예산 중 성과관리 대상 사업의 비율은 64%입니다."
TRAIN_407,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,고위공직자범죄수사처 재정현황에서 성과관리 대상 사업의 총 계와 인건비는 각각 얼마인가요?,"성과관리 대상 사업의 총 계는 202억원이며, 인건비는 84억원입니다."
TRAIN_408,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가인권위원회성과관리대상 사업의 재정현황에서 일반재정의 비율과 인건비의 비율은 각각 몇%인가?,"성과관리대상 사업의 재정현황에서 일반재정의 비율은 19.4%, 인건비의 비율은 44.6%입니다."
TRAIN_409,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"공정거래위원회의 '24년 예산과 성과관리 대상 사업의 비율, 내부거래 비율은 각각 얼마인가?","24년 예산은 7,503,417백만원이며, 성과관리 대상 사업의 비율은 36.8%, 내부거래 비율은 44%입니다."
TRAIN_410,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국민권익위원회 재정현황에서 성과관리 대상 사업의 총계, 인건비, 기본경비는 각각 몇 억 원인가요?","총계는 1,116억 원, 인건비는 488억 원, 기본경비는 78억 원입니다."
TRAIN_411,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,원자력안전위원회 재정현황에서 성과관리 대상 사업의 총계와 R&D 부문의 예산은 각각 얼마인가?,"성과관리 대상 사업의 총계는 1,911억원이며, R&D 부문의 예산은 410억원입니다."
TRAIN_412,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국세청의 성과관리대상 사업의 재정현황에서 세입확보를 위해 설정된 프로그램 목표와 관련 성과지표는 무엇인가요?,"안정적인 세입확보를 위해 '과세인프라를 확충하여 안정적으로 세입을 확보한다'는 프로그램 목표가 설정되었으며, 이 목표의 성과지표 중 하나로 '현금영수증 발급금액'이 있습니다."
TRAIN_413,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"재외동포청, 병무청, 국세청, 관세청, 통계청의 '24년 예산안은 각각 얼마인가?","재외동포청은 84,569백만원, 병무청은 41,096백만원, 국세청은 237,018백만원, 관세청은 183,608백만원, 통계청은 250,826백만원이다."
TRAIN_414,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국방력 건설을 위한 방위사업의 재정현황과 성과지표는 어떻게 되는가?,"방위사업의 재정현황은 전체 재정액이 12,706,264백만원이며, 세부 사업별로 예산이 분배되어 있습니다. 성과지표로는 '지휘정찰무기체계를 적기 전력화한다'의 성과지표는 '지휘정찰사업의 적기 일반 사업 완료율'로, 100%의 목표치를 가지고 있으며, '전략무기체계 핵심·원천기술 개발 및 방위산업 육성을 지원한다'의 성과지표는 '핵심기술 적용률'로, 목표치는 35.5%입니다. 또한, '유도무기체계를 적기 전력화한다'의 성과지표는 '유도무기사업의 적기 일반 사업 완료율'로, 97.1%의 목표치를 가지고 있습니다."
TRAIN_415,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"문화재청 전략목표 Ⅰ의 예산과 프로그램목표 Ⅱ-1의 자연문화재보호, 프로그램목표 Ⅲ-1의 국립고궁박물관 조성운영에 할당된 예산은 각각 얼마인가요?","전략목표 Ⅰ의 예산은 261,513백만원, 프로그램목표 Ⅱ-1의 자연문화재보호에 할당된 예산은 3,961백만원, 프로그램목표 Ⅲ-1의 국립고궁박물관 조성운영에 할당된 예산은 21,955백만원입니다."
TRAIN_416,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"기상청의 기상기술 선진화, 기후변화 과학정보 생산 및 서비스, 기후대응기금, 기상기후서비스의 활용·확산을 위한 성과지표 중 '24년 예산은 각각 얼마인가요?","기상청의 기상기술 선진화를 위한 성과지표 중 '기상기후 국제기구 및 일반 국제협력교육홍보 관련기관 활동 전문가 재정'의 '24년 예산은 21백만원, 기후변화 과학정보 생산 및 서비스를 위한 성과지표 중 '기후변화 과학정보 생산 및 서비스'의 '24년 예산은 11,176백만원, 기후대응기금을 위한 성과지표 중 '탄소중립기반 선진기상·지진 기술개발'의 '24년 예산은 25,709백만원, 기상기후서비스의 활용·확산을 위한 성과지표 중 '항공기상관측'의 '24년 예산은 7,048백만원입니다."
TRAIN_417,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,새만금개발청 재정현황에서 '인건비'의 비중과 새만금개발청의 '프로그램목표 Ⅰ-1'의 예산은 각각 얼마인가요?,"인건비의 비중은 38.4%이며, 새만금개발청의 프로그램목표 Ⅰ-1의 예산은 10,689억원입니다."
TRAIN_418,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"해양경찰청의 '성과지표 수'와 '해양경찰역량강화' 프로그램의 예산은 각각 몇 개이며, 얼마인가요?","해양경찰청의 성과지표 수는 5개이며, 해양경찰역량강화 프로그램의 예산은 64,450백만원입니다."
TRAIN_419,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,5·18민주화운동 진상규명조사위원회 성과지표에 대한 세부 내용은 무엇인가요?,"전략목표Ⅰ. ""계엄군 발포경위, 인권침해 및 암매장 의혹 등 총체적 진실을 규명""의 프로그램목표Ⅰ-1의 성과지표는 ""대정부 권고안"" 10건(건수)으로 정량적으로 산출됩니다."
TRAIN_420,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서는 어떤 목적을 위해 작성되는가?,성과계획서는 중앙관서 및 기금관리주체의 전략목표 및 성과목표를 달성하기 위한 연도별 시행계획을 작성하기 위해 사용된다.
TRAIN_421,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서 작성 시 어떤 요소들이 사전에 설정되고 관리되는가?,"성과계획서 작성 시 성과목표, 성과지표, 목표수준이 사전에 설정되고 관리된다."
TRAIN_422,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서의 공개는 어떤 효과를 가져오는가?,"각 부처 성과계획서의 공개를 통해 정부의 재정운용 성과에 대한 이해를 제고하고, 예산편성 활용 등을 통해 재정운용의 투명성과 책임성을 제고할 수 있다."
TRAIN_423,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"국가재정법 시행 이후 성과계획서 및 성과보고서, 재정사업 평가 등의 성과관리 주요내용이 규정되었는데, 이러한 성과관리의 주요 내용은 무엇인가?","① 성과목표관리: 재정사업에 대한 성과목표, 성과지표 등의 설정 및 그 달성을 위한 집행과정ㆍ결과의 관리 ② 성과평가: 재정사업의 계획 수립, 집행과정 및 결과 등에 대한 점검ㆍ분석ㆍ평가"
TRAIN_424,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서 및 성과보고서의 작성에 대한 규정은 무엇인가?,각 중앙관서의 장 및 기금관리주체는 재정사업 성과목표관리를 위하여 매년 예산 및 기금에 관한 성과목표ㆍ성과지표가 포함된 성과계획서 및 성과보고서를 작성하여야 한다.
TRAIN_425,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과목표관리를 위한 성과계획서 및 성과보고서 작성 시 어떤 사항이 포함되어야 하는가?,"성과목표는 기관의 임무 및 상위ㆍ하위 목표와 연계되어야 하며, 성과지표를 통하여 성과목표의 달성 여부를 측정할 수 있도록 구체적이고 결과지향적으로 설정되어야 한다."
TRAIN_426,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서 및 성과보고서 작성 시 성과지표는 어떻게 설정되어야 하는가?,"성과지표는 명확하고 구체적으로 설정되어야 하며, 성과목표의 달성을 객관적으로 제때에 측정할 수 있어야 한다."
TRAIN_427,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과계획서 및 성과보고서 작성 시 어떤 노력이 필요한가?,"각 중앙관서의 장 및 기금관리주체는 제33조에 따른 예산안, 제35조에 따른 수정예산안, 제68조제1항에 따른 기금운용계획안, 제70조제2항에 따른 기금운용계획변경안 및 제89조제1항에 따른 추가경정예산안과 그에 따라 작성된 성과계획서의 사업내용 및 사업비 등이 각각 일치되도록 노력하여야 한다."
TRAIN_428,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가재정법에 따라 성과계획서를 작성해야 하는 대상기관은 누구인가요?,국가재정법에 따라 성과계획서를 작성해야 하는 대상기관은 국가재정법(제4장의2)에 따라 예산요구서를 제출하는 모든 중앙관서의 장과 기금관리주체입니다.
TRAIN_429,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,기획재정부는 매년 어떤 작업을 수행하여 중앙관서의 성과관리를 강화하고 있는가?,매년 성과계획서 작성지침을 각 부처에 통보하여 각 부처의 성과계획서 작성 방법과 기준을 제시하고 있다.
TRAIN_430,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,부처들은 성과계획서 작성을 어떻게 수행해야 하는가?,성과계획서 작성지침에 따라 해당 기관의 조직과 사업구조를 고려하여 성과 목표체계를 수립해야 한다.
TRAIN_431,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과목표를 수립할 때 고려해야 하는 요소는 무엇인가?,목표달성에 영향을 줄 수 있는 법·제도·정책적 요인 및 외부요인을 분석하고 이를 관리·개선하기 위한 계획을 반영해야 한다.
TRAIN_432,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,재정정책이 성과계획서에 어떻게 반영되는가?,"성과계획서는 임무와 비전을 설정하는데, 재정정책이 해당 기관의 존재 목적과 주요 기능을 포괄하는 내용으로 설정되어야 한다."
TRAIN_433,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,성과관리를 통해 구현 가능한 내용이란 무엇을 의미하는가?,성과관리를 통해 구현 가능한 내용은 비전을 달성하여 바람직한 미래상을 이루기 위해 조직 현황을 파악하고 성과를 향상시키기 위한 계획과 목표를 설정하는 것을 말한다.
TRAIN_434,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가재정운용계획이 전략목표 설정에 어떻게 영향을 미치는가?,국가 재정운용계획 또는 관계 법령에 의한 중ㆍ장기계획을 감안하여 설정되어야 한다.
TRAIN_435,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,전략목표의 설정 시 어떤 요소들을 고려해야 하는가?,"국정 목표, 기관의 임무와 비전, 기관의 임무와 논리적 연계성을 고려해야 하며, 구체적인 내용으로 작성되어야 한다."
TRAIN_436,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,전략목표의 효과적인 평가를 위해 어떤 조치가 필요한가?,향후 개선 수준을 확인할 수 있도록 명확하게 설정되어야 한다.
TRAIN_437,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,예산 프로그램과 성과관리 대상프로그램은 원칙적으로 어떻게 설정해야 하는가?,"원칙적으로 예산 체계상 모든 사업을 성과계획 목표체계에 포함하여 설정하되, 인건비, 기본행정경비 등 성과관리 실익이 작은 일부사업을 제외해야 한다."
TRAIN_438,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,어떤 세부사업이 성과관리 대상에서 제외되는가?,"인건비, 기본경비, 정부내부거래, 보전지출, 교부금, 차입이자 상환, 예비비, 청사관리, 타부처 수행사업, 위원회·자문회의 운영, 출연금 사업 등이 성과관리 대상에서 제외된다."
TRAIN_439,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국가연구개발사업 중 어떤 경우 성과관리 대상에서 제외되는가?,"정부연구소 인건비, 출연(연) 운영지원 비목만으로 구성된 사업이 성과관리 대상에서 제외된다."
TRAIN_440,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,2024년에 예산이 증가하는 부처와 감소하는 부처의 차이는 무엇인가?,"2024년에는 국세청과 관세청 등의 부처에서 예산이 증가하는 반면, 외교부와 통일부 등에서는 예산이 감소할 것으로 예상된다."
TRAIN_441,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,"'헌법재판소운영지원' 사업의 예산은 얼마이며, 이 사업은 어떤 회계구분에 속하는가?","헌법재판소운영지원' 사업의 예산은 4,624억원이며, 이 사업은 일반회계에 속한다."
TRAIN_442,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,중소기업 및 벤처기업의 성장을 지원하기 위해 어떤 프로그램이 운영되고 있는가?,중소기업및벤처기업의 성장을 지원하기 위해 '창업촉진 및 벤처육성을 통해 일자리 창출'는 프로그램이 운영되고 있다.
TRAIN_443,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,중소기업의 기술경쟁력을 제고하기 위해 어떤 프로그램이 운영되고 있는가?,중소기업의 기술경쟁력을 제고하기 위해 '기술혁신 및 인력양성을 통해 중소기업의 기술경쟁력 및 신산업 대응'는 프로그램이 운영되고 있다.
TRAIN_444,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,정부입법 관리를 강화하고 법제지원을 확대하기 위해 어떤 프로그램이 운영되고 있는가?,정부입법 관리를 강화하고 법제지원을 확대하기 위해 '정부입법 관리를 강화하고 법제지원을 확대함으로써 국민이 체감하는 국정성과 창출에 기여한다'는 프로그램이 운영되고 있다.
TRAIN_445,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,'24년 예산안에서 전략목표 Ⅰ. 고위공직자 범죄를 근절하여 공직사회의 투명성과 신뢰성을 제고한다.'의 예산은 얼마인가요?,"24년 예산안에서 전략목표 Ⅰ. 고위공직자 범죄를 근절하여 공직사회의 투명성과 신뢰성을 제고한다.'의 예산은 7,454억원입니다."
TRAIN_446,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국세청의 성과관리대상 사업의 재정현황에서 어떤 성과지표가 '현금영수증 발급금액'을 측정하고 있나요?,'현금영수증 발급금액'은 '과세인프라를 확충하여 안정적으로 세입을 확보한다'는 프로그램 목표의 성과지표 중 하나입니다.
TRAIN_447,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국방력 건설을 위한 방위사업의 성과지표 중 '지휘정찰무기체계를 적기 전력화한다'의 성과지표는 무엇인가?,"지휘정찰무기체계를 적기 전력화한다는 성과지표는 '지휘정찰사업의 적기 일반 사업 완료율'로, 100%의 목표치를 가지고 있음."
TRAIN_448,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국방산업 육성을 위한 방위사업의 성과지표 중 '전략무기체계 핵심·원천기술 개발 및 방위산업 육성을 지원한다'의 성과지표는 무엇인가?,"전략무기체계 핵심·원천기술 개발 및 방위산업 육성을 지원한다는 성과지표는 '핵심기술 적용률'로, 목표치는 35.5%이다."
TRAIN_449,2024년도 성과계획서(총괄편),./train_source/2024년도 성과계획서(총괄편).pdf,국방사업의 성과지표 중 '유도무기체계를 적기 전력화한다'의 성과지표는 어떤 내용을 담고 있는가?,"유도무기체계를 적기 전력화한다는 성과지표는 '유도무기사업의 적기 일반 사업 완료율'로, 97.1%의 목표치를 가지고 있음."
TRAIN_450,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,조세지출이란 무엇을 의미하는가?,조세지출이란 '일반적인 조세체계에서 벗어난 조세특례에 의하여 납세자에 대한 재정지원을 목적으로 발생하는 국가 세입의 감소'를 의미한다.
TRAIN_451,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,지방재정조정제도의 목적은 무엇인가?,지방재정조정제도의 목적은 지방정부가 본연의 기능을 수행하고 국가 균형발전이 가능하도록 지방 간 산업이나 경제 기반의 차이에 따른 재정 불균형을 완화하는 것이다.
TRAIN_452,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,중앙-지방 간 재정조정제도에서 어떤 재원을 이전하여 수직적 재정 불균형을 해소하는가?,"중앙-지방 간 재정조정제도에서는 지방교부세, 국고보조금, 조정교부금 등의 재원을 이전하여 수직적 재정 불균형을 해소한다."
TRAIN_453,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,지방교부세와 국고보조금의 차이는 무엇인가요?,"지방교부세는 재정 불균형을 완화하기 위한 것이며, 국고보조금은 국가적 이해관계나 중앙정부와 지방자치단체 간 상호 이해관계를 갖는 사업을 효율적으로 수행하기 위한 것입니다."
TRAIN_454,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"2022년 지방자치단체의 세입예산은 어떻게 구성되어 있으며, 이전수입이 어떤 비율을 차지하는가?","2022년 지방자치단체의 세입예산은 자체수입이 46.1%, 이전수입이 45.7%를 차지하며, 중앙정부의 이전 재원으로 구성된 이전수입은 자체수입 비율과 비슷한 수준을 보인다."
TRAIN_455,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,보통교부세의 법정률은 어떻게 변화해왔는가?,"보통교부세의 법정률은 초기 13.27%에서 2000년 15%, 2005년부터 19.13%, 2006년부터 내국세의 19.24% 수준으로 증가해왔다."
TRAIN_456,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,지방교부세의 법정률은 현재 어떤 수준으로 유지되고 있는가?,지방교부세의 법정률은 2006년 인상 이후 변동 없이 현재와 같이 19.24%로 유지되고 있다.
TRAIN_457,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"조세지출예산서의 제출 시기, 목적, 법적 근거 및 도입 배경은 무엇인가?","조세지출예산서는 정부가 국회에 다음 연도 예산안을 제출할 때 부수서류로 제출되며, 재원배분의 효율성 및 재정운영의 투명성을 제고하기 위한 목적으로 제출된다. 법적 근거는 「조세특례제한법」 제142조의2, 「국가재정법」 제9조 및 제34조에 근거하며, 1996년 OECD 가입을 계기로 도입되어 정부 재정의 투명성을 제고하고 국가 재원을 보다 효율적으로 운용하기 위해 도입된 제도이다."
TRAIN_458,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"조세지출예산서는 무엇을 분석하고 집계하는 자료이며, 조세지출은 어떤 법과 유형에 따라 어떻게 구분되는가?","조세지출예산서는 조세지출(국세 감면)의 3개 연도 실적 및 전망을 항목·기능별로 집계·분석한 자료이다. 조세지출은 「조세특례제한법」, 개별세법, 그리고 경과조치에 따른 조세지출로 구분된다."
TRAIN_459,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"조세특례제한법에 따른 조세지출과 개별세법상 조세지출은 각각 어떤 내용을 포함하며, 어떤 기준으로 판단되는가?","조세특례제한법에 따른 조세지출은 조세특례에 따른 재정지원을 의미하며, 모든 비과세·감면 제도가 원칙적으로 포함된다. 개별세법상 조세지출은 기준조세체계에 해당하지 않고, 조세지출의 특성을 갖춘 경우 개별 조항의 입법 취지·연혁·필요적 경비 여부 등을 감안해 판단된다."
TRAIN_460,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"조세지출 기본계획의 목적과 원칙은 무엇이며, 조세지출 성과관리체계에는 어떤 구분이 있으며 각각 어떤 내용을 다루는가?","조세지출 기본계획은 국세감면 제한 및 조세지출의 성과 제고를 위한 수단으로, 당해 연도 국세감면율이 직전 3개년 평균 감면율 +0.5%p 이하가 되도록 노력해야 합니다. 조세지출 성과관리체계는 예비타당성평가, 심층평가, 부처 자율평가로 구분되며, 예비타당성평가는 조세특례 신설·변경 시 필요성·적시성·기대효과·예상 문제점 등을 평가하고, 심층평가는 연간 감면액 300억원 이상인 일몰 도래 조세특례의 다양한 측면을 평가하며, 부처자율평가는 일몰기한이 도래하는 조세특례 등에 대해 부처에서 자율적으로 평가한 결과를 기재부 장관에게 제출하는 것입니다."
TRAIN_461,「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》,./train_source/「FIS 이슈 & 포커스」 23-3호 《조세지출 연계관리》.pdf,"조세지출이란 무엇이며, 조세지출 예산서는 무엇을 포함하고 있는가?","조세지출이란 '일반적인 조세체계에서 벗어난 조세특례에 의하여 납세자에 대한 재정지원을 목적으로 발생하는 국가 세입의 감소'를 의미하며, 조세지출 예산서는 조세특례제한법과 개별 세법상의 비과세, 세액공제·감면, 소득공제 등 조세지출(국세 감면)의 3개 연도 실적 및 전망을 항목·기능별로 집계·분석한 자료를 포함하고 있다."
TRAIN_462,「FIS 이슈 & 포커스」 22-3호 《재정융자사업》,./train_source/「FIS 이슈 & 포커스」 22-3호 《재정융자사업》.pdf,"재정융자사업은 무엇을 의미하며, 어떤 장점을 가지고 있는가?","재정융자사업은 정부가 자금을 민간의 사적 경제주체에 대해 대출해 주고 회수하는 활동을 말하며, 민간 금융의 역할이 미약하거나 부족한 부분에 직접 자금을 공급할 수 있는 장점이 있습니다."
TRAIN_463,「FIS 이슈 & 포커스」 22-3호 《재정융자사업》,./train_source/「FIS 이슈 & 포커스」 22-3호 《재정융자사업》.pdf,재정융자사업은 어떤 역할을 하는가?,"재정융자사업은 시장금리보다 낮은 이자율로 지원되어 자금 부족 현상을 완화해 주며, 자금 조달이 어려운 스타트업·중소기업, 담보 능력이 낮은 저소득층 등을 지원합니다."
TRAIN_464,「FIS 이슈 & 포커스」 22-3호 《재정융자사업》,./train_source/「FIS 이슈 & 포커스」 22-3호 《재정융자사업》.pdf,재정융자제도는 어떻게 운영되고 있나요?,"2022년 기준으로 개별 특별회계와 기금 중심의 재정융자제도를 운영하고 있으며, 2022년 현재 3개 특별회계와 29개 기금에서 융자 운영 중입니다."
TRAIN_465,「FIS 이슈 & 포커스」 22-3호 《재정융자사업》,./train_source/「FIS 이슈 & 포커스」 22-3호 《재정융자사업》.pdf,정부가 수행하는 다양한 재정융자사업에는 어떤 것들이 있나요?,"정부는 공공 임대주택, 중소기업 경영안정지원 등 다양한 재정융자사업을 수행하고 있다."
TRAIN_466,「FIS 이슈 & 포커스」 22-3호 《재정융자사업》,./train_source/「FIS 이슈 & 포커스」 22-3호 《재정융자사업》.pdf,재정융자를 위한 특별회계 제도는 어떻게 변화되었는가?,2007년부터 재정융자를 위한 특별회계 제도는 공공자금관리기금에 흡수·통합되었다.
